"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"11","microsoft/qlib","https://github.com/microsoft/qlib","microsoft","Python","41915","8/14/2020 6:46:00 AM","5/3/2026 6:01:55 PM","","editor","1404.23","0","0.6","1","0.9245","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
"12","ultralytics/yolov5","https://github.com/ultralytics/yolov5","ultralytics","Python","57330","5/18/2020 3:45:11 AM","5/3/2026 3:06:59 PM","","deep-learning","1404.21","0","1","1","0.9517","1","0.8","0.5","1","0","False","topic:machine-learning language:python stars:>=1000","YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite"
"13","pytorch/vision","https://github.com/pytorch/vision","pytorch","Python","17657","11/9/2016 11:11:43 PM","5/3/2026 2:52:08 PM","","computer-vision","1399","0","1","1","0.8494","1","0.8","0.5833","1","0","False","topic:machine-learning language:python stars:>=1000","Datasets, Transforms and Models specific to Computer Vision"
"14","mlflow/mlflow","https://github.com/mlflow/mlflow","mlflow","Python","25701","6/5/2018 4:05:58 PM","5/3/2026 4:59:45 PM","","llm","1392.55","0","0.6","1","0.882","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data."
"15","gradio-app/gradio","https://github.com/gradio-app/gradio","gradio-app","Python","42495","12/19/2018 8:24:04 AM","5/3/2026 5:33:59 PM","","","1384.56","0","1","1","0.9257","1","0.8","1","0","0","False","topic:machine-learning language:python stars:>=1000","Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!"
"16","ray-project/ray","https://github.com/ray-project/ray","ray-project","Python","42410","10/25/2016 7:38:30 PM","5/3/2026 3:49:40 PM","","","1384.51","0","1","1","0.9255","1","0.8","1","0","0","False","topic:machine-learning language:python stars:>=1000","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads."
"17","deepspeedai/DeepSpeed","https://github.com/deepspeedai/DeepSpeed","deepspeedai","Python","42248","1/23/2020 6:35:18 PM","5/3/2026 6:01:59 PM","","","1384.42","0","1","1","0.9252","1","0.8","1","0","0","False","topic:machine-learning language:python stars:>=1000","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective."
"18","eriklindernoren/ML-From-Scratch","https://github.com/eriklindernoren/ML-From-Scratch","eriklindernoren","Python","31413","2/5/2017 12:11:23 PM","5/3/2026 5:38:10 PM","","","1377.34","0","1","1","0.8994","1","0.8","1","0","0","False","topic:machine-learning language:python stars:>=1000","Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning."
"19","roboflow/supervision","https://github.com/roboflow/supervision","roboflow","Python","38299","11/28/2022 2:08:44 PM","5/3/2026 6:29:42 PM","","computer-vision","1372.49","0","1","1","0.9166","1","0.6","0.5833","1","0","False","topic:machine-learning language:python stars:>=1000","We write your reusable computer vision tools. 💜"
"20","huggingface/datasets","https://github.com/huggingface/datasets","huggingface","Python","21483","3/26/2020 9:23:22 AM","5/3/2026 11:48:10 AM","","","1368.27","0","1","1","0.8664","1","0.8","1","0","0","False","topic:machine-learning language:python stars:>=1000","🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
