"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"11","kornia/kornia","https://github.com/kornia/kornia","kornia","Python","11192","8/22/2018 10:31:37 AM","5/3/2026 12:36:49 PM","artificial-intelligence;computer-vision;deep-learning;hacktoberfest;image-processing;machine-learning;neural-network;python;pytorch;robotics;spatial-ai","deep-learning","1952.69","1","1","1","0.8098","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","🐍 Geometric Computer Vision Library for Spatial AI"
"12","voxel51/fiftyone","https://github.com/voxel51/fiftyone","voxel51","Python","10630","4/22/2020 1:43:28 PM","5/2/2026 5:17:51 PM","active-learning;artificial-intelligence;computer-vision;data-centric-ai;data-cleaning;data-curation;data-quality;data-science;deep-learning;developer-tools;image-classification;machine-learning;object-detection;python;unstructured-data;vector-search;visualization","deep-learning","1951.46","1","1","1","0.8053","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Refine high-quality datasets and visual AI models"
"13","autogluon/autogluon","https://github.com/autogluon/autogluon","autogluon","Python","10276","7/29/2019 6:51:24 PM","5/3/2026 10:02:42 AM","autogluon;automated-machine-learning;automl;computer-vision;data-science;deep-learning;ensemble-learning;forecasting;gluon;hyperparameter-optimization;machine-learning;natural-language-processing;object-detection;python;pytorch;scikit-learn;structured-data;tabular-data;time-series;transfer-learning","deep-learning","1950.65","1","1","1","0.8024","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Fast and Accurate ML in 3 Lines of Code"
"14","xuebinqin/U-2-Net","https://github.com/xuebinqin/U-2-Net","xuebinqin","Python","9724","5/4/2020 5:10:28 PM","5/3/2026 12:46:59 PM","computer-vision;deep-learning;image-background-removal;image-processing;image-segmentation;u-2-net;u2net","deep-learning","1949.33","1","1","1","0.7976","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","The code for our newly accepted paper in Pattern Recognition 2020: ""U^2-Net: Going Deeper with Nested U-Structure for Salient Object Detection."""
"15","PaddlePaddle/models","https://github.com/PaddlePaddle/models","PaddlePaddle","Python","6943","4/20/2017 1:30:15 PM","5/2/2026 1:34:25 PM","computer-vision;cv;deep-learning;models;natural-language-processing;neural-network;nlp;paddlepaddle;recommendation;speech","deep-learning","1941.29","1","1","1","0.7683","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Officially maintained, supported by PaddlePaddle, including CV, NLP, Speech, Rec, TS, big models and so on."
"16","NVIDIA/pix2pixHD","https://github.com/NVIDIA/pix2pixHD","NVIDIA","Python","6931","12/1/2017 7:19:14 PM","5/3/2026 7:03:20 AM","computer-graphics;computer-vision;deep-learning;deep-neural-networks;gan;generative-adversarial-network;image-to-image-translation;pix2pix;pytorch","deep-learning","1941.25","1","1","1","0.7682","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Synthesizing and manipulating 2048x1024 images with conditional GANs"
"17","KevinMusgrave/pytorch-metric-learning","https://github.com/KevinMusgrave/pytorch-metric-learning","KevinMusgrave","Python","6321","10/23/2019 5:20:35 PM","5/2/2026 8:58:30 PM","computer-vision;contrastive-learning;deep-learning;deep-metric-learning;embeddings;image-retrieval;machine-learning;metric-learning;pytorch;self-supervised-learning","deep-learning","1939.05","1","1","1","0.7602","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch."
"18","roboflow/supervision","https://github.com/roboflow/supervision","roboflow","Python","38298","11/28/2022 2:08:44 PM","5/3/2026 2:15:30 PM","classification;coco;computer-vision;deep-learning;hacktoberfest;image-processing;instance-segmentation;low-code;machine-learning;metrics;object-detection;oriented-bounding-box;pascal-voc;python;pytorch;tensorflow;tracking;video-processing;yolo","deep-learning","1937.08","1","1","1","0.9166","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","We write your reusable computer vision tools. 💜"
"19","Layout-Parser/layout-parser","https://github.com/Layout-Parser/layout-parser","Layout-Parser","Python","5729","6/10/2020 8:22:54 PM","5/2/2026 8:41:58 PM","computer-vision;deep-learning;detectron2;document-image-processing;document-layout-analysis;layout-analysis;layout-detection;layout-parser;object-detection;ocr","deep-learning","1936.7","1","1","1","0.7516","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","A Unified Toolkit for Deep Learning Based Document Image Analysis"
"20","idealo/imagededup","https://github.com/idealo/imagededup","idealo","Python","5624","4/5/2019 12:10:54 PM","5/3/2026 10:00:30 AM","computer-vision;e-commerce;hashing;idealo;image-deduplication;image-preprocessing;neural-network;python;pytorch","deep-learning","1936.26","1","1","1","0.75","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","😎 Finding duplicate images made easy!"
"21","obss/sahi","https://github.com/obss/sahi","obss","Python","5265","1/30/2021 12:54:53 PM","5/2/2026 3:12:07 AM","coco;computer-vision;deep-learning;explainable-ai;fiftyone;hacktoberfest;huggingface;instance-segmentation;large-image;machine-learning;mmdetection;object-detection;oriented-object-detection;python;pytorch;remote-sensing;satellite;small-object-detection;tiling;yolo11","deep-learning","1934.68","1","1","1","0.7443","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Framework agnostic sliced/tiled inference + interactive ui + error analysis plots"
"22","amdegroot/ssd.pytorch","https://github.com/amdegroot/ssd.pytorch","amdegroot","Python","5234","2/8/2017 1:50:36 AM","4/23/2026 7:15:55 AM","computer-vision;deep-learning;image-recognition;machine-learning;object-detection;pytorch;ssd;webcam","deep-learning","1934.54","1","1","1","0.7438","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","A PyTorch Implementation of Single Shot MultiBox Detector"
"23","KaiyangZhou/deep-person-reid","https://github.com/KaiyangZhou/deep-person-reid","KaiyangZhou","Python","4818","3/11/2018 9:14:39 PM","5/3/2026 2:57:41 PM","computer-vision;cross-domain;deep-learning;deep-neural-networks;image-retrieval;machine-learning;metric-learning;person-reid;person-reidentification;pytorch;re-ranking","deep-learning","1932.56","1","1","1","0.7366","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Torchreid: Deep learning person re-identification in PyTorch."
"24","yanshengjia/ml-road","https://github.com/yanshengjia/ml-road","yanshengjia","Python","4746","10/31/2017 4:36:37 AM","5/3/2026 6:59:08 AM","agentic-ai;computer-vision;deep-learning;machine-learning;nlp;pytorch;speech-recognition;tensorflow","deep-learning","1932.2","1","1","1","0.7353","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Machine Learning and Agentic AI Resources, Practice and Research"
"25","mlfoundations/open_clip","https://github.com/mlfoundations/open_clip","mlfoundations","Python","13764","7/28/2021 11:24:39 PM","5/3/2026 7:54:12 AM","computer-vision;contrastive-loss;deep-learning;language-model;multi-modal-learning;pretrained-models;pytorch;zero-shot-classification","llm","1912.63","1","1","1","0.8278","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","An open source implementation of CLIP."
"26","nerfstudio-project/nerfstudio","https://github.com/nerfstudio-project/nerfstudio","nerfstudio-project","Python","11507","5/31/2022 6:17:37 PM","5/3/2026 9:44:34 AM","3d;3d-graphics;3d-reconstruction;computer-vision;deep-learning;gaussian-splatting;machine-learning;nerf;photogrammetry;pytorch","deep-learning","1908.35","1","1","1","0.8122","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","A collaboration friendly studio for NeRFs"
"27","lucidrains/vit-pytorch","https://github.com/lucidrains/vit-pytorch","lucidrains","Python","25141","10/3/2020 10:47:24 PM","5/3/2026 2:16:37 PM","artificial-intelligence;attention-mechanism;computer-vision;image-classification;transformers","llm","1897.02","0.8333","1","1","0.8801","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single transformer encoder, in Pytorch"
"28","clovaai/donut","https://github.com/clovaai/donut","clovaai","Python","6856","7/20/2022 1:21:19 AM","5/3/2026 3:10:07 PM","computer-vision;document-ai;eccv-2022;multimodal-pre-trained-model;nlp;ocr","llm","1895.99","1","1","1","0.7672","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Official Implementation of OCR-free Document Understanding Transformer (Donut) and Synthetic Document Generator (SynthDoG), ECCV 2022"
"29","katanaml/sparrow","https://github.com/katanaml/sparrow","katanaml","Python","5154","1/8/2022 8:45:44 AM","5/3/2026 3:46:45 PM","computer-vision;gpt;huggingface-transformers;llm;machinelearning;nlp-machine-learning;rag;vllm","llm","1889.17","1","1","1","0.7424","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Structured data extraction and instruction calling with ML, LLM and Vision LLM"
"30","dmMaze/BallonsTranslator","https://github.com/dmMaze/BallonsTranslator","dmMaze","Python","4760","4/9/2022 1:31:52 PM","5/3/2026 12:28:10 PM","auto-translation;chinese-translation;comics;computer-aided-translation;computer-vision;deep-learning;inpainting;manga;ocr;pyqt;pyqt6;pytorch;qt;qt6;scene-text-detection","deep-learning","1887.27","1","1","1","0.7355","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","深度学习辅助漫画翻译工具, 支持一键机翻和简单的图像/文本编辑 | Yet another computer-aided comic/manga translation tool powered by deeplearning"
"31","hzwer/ECCV2022-RIFE","https://github.com/hzwer/ECCV2022-RIFE","hzwer","Python","5411","11/12/2020 5:46:23 AM","5/3/2026 4:51:10 PM","aigc;computer-vision;deep-learning;slomo-filter;video-interpolation","deep-learning","1860.33","0.8333","1","1","0.7467","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","ECCV2022 - Real-Time Intermediate Flow Estimation for Video Frame Interpolation"
"32","roboflow/rf-detr","https://github.com/roboflow/rf-detr","roboflow","Python","6911","3/19/2025 8:43:00 PM","5/3/2026 5:21:53 PM","computer-vision;detr;instance-segmentation;machine-learning;object-detection;rf-detr;sota","computer-vision","1851.18","1","1","1","0.7679","1","0.4","1","1","0","False","topic:computer-vision language:python stars:>=1000","[ICLR 2026] RF-DETR is a real-time object detection and segmentation model architecture developed by Roboflow, SOTA on COCO, designed for fine-tuning."
"33","Hironsan/BossSensor","https://github.com/Hironsan/BossSensor","Hironsan","Python","6281","7/4/2016 6:09:59 AM","5/2/2026 11:35:48 AM","cnn;computer-vision;deep-learning;machine-learning;opencv","deep-learning","1840.98","0.8333","1","1","0.7596","1","0.8","0.9167","1","0","False","topic:computer-vision language:python stars:>=1000","Hide screen when boss is approaching."
"34","PeterL1n/RobustVideoMatting","https://github.com/PeterL1n/RobustVideoMatting","PeterL1n","Python","9332","8/30/2021 8:57:44 PM","5/3/2026 1:57:40 PM","ai;computer-vision;deep-learning;machine-learning;matting","deep-learning","1828.35","0.8333","1","1","0.794","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Robust Video Matting in PyTorch, TensorFlow, TensorFlow.js, ONNX, CoreML!"
"35","ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","56705","9/11/2022 4:39:45 PM","5/3/2026 6:11:12 PM","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","deep-learning","1816.45","1","0.6","1","0.9507","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Ultralytics YOLO 🚀"
"36","NVlabs/neuralangelo","https://github.com/NVlabs/neuralangelo","NVlabs","Python","4591","6/23/2023 8:52:42 PM","5/1/2026 10:13:07 AM","3d-reconstruction;computer-graphics;computer-vision;neural-rendering;neural-representation","deep-learning","1811.41","0.8333","1","1","0.7324","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Official implementation of ""Neuralangelo: High-Fidelity Neural Surface Reconstruction"" (CVPR 2023)"
"37","dmlc/gluon-cv","https://github.com/dmlc/gluon-cv","dmlc","Python","5922","2/26/2018 1:33:21 AM","5/1/2026 2:13:32 PM","action-recognition;computer-vision;deep-learning;gan;gluon;image-classification;machine-learning;mxnet;neural-network;object-detection;person-reid;pose-estimation;semantic-segmentation","deep-learning","1807.49","1","0.6","1","0.7545","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","Gluon CV Toolkit"
"38","rohitg00/ai-engineering-from-scratch","https://github.com/rohitg00/ai-engineering-from-scratch","rohitg00","Python","6259","3/18/2026 6:38:02 PM","5/3/2026 6:09:44 PM","agents;ai;ai-agents;ai-engineering;computer-vision;course;deep-learning;from-scratch;generative-ai;llm;machine-learning;mcp;nlp;python;reinforcement-learning;rust;swarm-intelligence;transformers;tutorial;typescript","llm","1803.81","1","1","1","0.7593","1","0.2","1","1","0","False","topic:computer-vision language:python stars:>=1000","Learn it. Build it. Ship it for others."
"39","PeterL1n/BackgroundMattingV2","https://github.com/PeterL1n/BackgroundMattingV2","PeterL1n","Python","7157","12/1/2020 12:26:17 AM","4/30/2026 3:33:28 AM","computer-vision;machine-learning;matting;real-time","computer-vision","1723.26","0.6667","1","1","0.771","1","0.8","0.75","1","0","False","topic:computer-vision language:python stars:>=1000","Real-Time High-Resolution Background Matting"
"40","roboflow/sports","https://github.com/roboflow/sports","roboflow","Python","4962","5/13/2024 2:51:16 PM","5/2/2026 11:15:31 PM","computer-vision;deep-learning;deep-neural-networks;football;football-data;image-embeddings;keypoint-detection;object-detection;soccer;soccer-analytics;soccer-data;sports;sports-analytics;sports-data;tutorial;visualization","deep-learning","1713.27","1","0.6","1","0.7391","1","0.4","1","1","0","False","topic:computer-vision language:python stars:>=1000","computer vision and sports"
"41","STVIR/pysot","https://github.com/STVIR/pysot","STVIR","Python","4602","5/7/2019 12:37:56 PM","5/2/2026 7:03:09 PM","computer-vision;siamese-network;tracking","computer-vision","1706.47","0.5","1","1","0.7326","1","0.8","1","1","0","False","topic:computer-vision language:python stars:>=1000","SenseTime Research platform for single object tracking, implementing algorithms like SiamRPN and SiamMask."
"42","graphdeco-inria/gaussian-splatting","https://github.com/graphdeco-inria/gaussian-splatting","graphdeco-inria","Python","21629","7/4/2023 7:51:38 AM","5/3/2026 3:54:19 PM","computer-graphics;computer-vision;radiance-field","computer-vision","1698.43","0.5","1","1","0.867","1","0.6","1","1","0","False","topic:computer-vision language:python stars:>=1000","Original reference implementation of ""3D Gaussian Splatting for Real-Time Radiance Field Rendering"""
"43","pytorch/vision","https://github.com/pytorch/vision","pytorch","Python","17657","11/9/2016 11:11:43 PM","5/3/2026 2:52:08 PM","computer-vision;machine-learning","computer-vision","1594.83","0.3333","1","1","0.8494","1","0.8","0.75","1","0","False","topic:computer-vision language:python stars:>=1000","Datasets, Transforms and Models specific to Computer Vision"
"44","scikit-image/scikit-image","https://github.com/scikit-image/scikit-image","scikit-image","Python","6507","7/7/2011 10:07:20 PM","5/3/2026 4:07:22 PM","computer-vision;image-processing;python","computer-vision","1515.16","0.5","0.6","1","0.7627","1","1","0.5833","1","0","False","topic:computer-vision language:python stars:>=1000","Image processing in Python"
"45","d2l-ai/d2l-en","https://github.com/d2l-ai/d2l-en","d2l-ai","Python","28756","10/9/2018 1:04:37 AM","5/3/2026 5:34:08 PM","book;computer-vision;data-science;deep-learning;gaussian-processes;hyperparameter-optimization;jax;kaggle;keras;machine-learning;mxnet;natural-language-processing;notebook;python;pytorch;recommender-system;reinforcement-learning;tensorflow","deep-learning","1375.23","1","1","1","0.8917","1","0.8","1","1","600","True","topic:computer-vision language:python stars:>=1000","Interactive deep learning book with multi-framework code, math, and discussions. Adopted at 500 universities from 70 countries including Stanford, MIT, Harvard, and Cambridge."
"46","astorfi/TensorFlow-World","https://github.com/astorfi/TensorFlow-World","astorfi","Python","4500","3/24/2017 10:19:05 PM","4/22/2026 2:49:44 PM","computer-vision;deep-learning;machine-learning;neural-network;python;tensorflow","deep-learning","1330.93","1","1","1","0.7307","1","0.8","1","1","600","True","topic:computer-vision language:python stars:>=1000",":earth_americas: Simple and ready-to-use tutorials for TensorFlow"
"47","CVHub520/X-AnyLabeling","https://github.com/CVHub520/X-AnyLabeling","CVHub520","Python","8966","5/23/2023 8:14:30 AM","5/3/2026 5:31:56 PM","artificial-intelligence;clip;computer-vision;deep-learning;groundingdino;image-annotation-tool;image-classification;image-labeling-tool;image-matting;instance-segmentation;machine-learning;object-detection;ocr;onnxruntime;paddlepaddle;pose-estimation;rotated-object-detection;sam;vision-language-model;yolo","llm","1302.4","1","1","1","0.7905","1","0.6","1","1","600","True","topic:computer-vision language:python stars:>=1000","Effortless data labeling with AI support from Segment Anything and other awesome models."
"48","SkalskiP/courses","https://github.com/SkalskiP/courses","SkalskiP","Python","6438","4/2/2023 10:34:53 AM","5/2/2026 5:57:03 PM","computer-vision;deep-learning;deep-neural-networks;generative-model;machine-learning;mlops;multimodal;natural-language-processing;nlp;stable-diffusion;transformers;tutorial","llm","1294.49","1","1","1","0.7618","1","0.6","1","1","600","True","topic:computer-vision language:python stars:>=1000","This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI)"
