"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"11","jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","jadore801120","Python","9714","6/14/2017 10:15:20 AM","5/3/2026 3:04:01 PM","attention;attention-is-all-you-need;deep-learning;natural-language-processing;nlp;pytorch","llm","1949.31","1","1","1","0.7975","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","A PyTorch implementation of the Transformer model in ""Attention is All You Need""."
"12","jessevig/bertviz","https://github.com/jessevig/bertviz","jessevig","Python","8039","12/16/2018 4:50:42 PM","5/3/2026 3:22:33 AM","bert;gpt2;machine-learning;natural-language-processing;neural-network;nlp;pytorch;roberta;transformer;transformers;visualization","llm","1944.79","1","1","1","0.7811","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","BertViz: Visualize Attention in Transformer Models"
"13","brightmart/text_classification","https://github.com/brightmart/text_classification","brightmart","Python","7942","5/30/2017 2:25:42 PM","5/1/2026 11:12:02 PM","attention-mechanism;classification;convolutional-neural-networks;fasttext;memory-networks;multi-class;multi-label;nlp;sentence-classification;tensorflow;text-classification;textcnn;textrnn","deep-learning","1944.5","1","1","1","0.78","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","all kinds of text classification models and more with deep learning"
"14","microsoft/presidio","https://github.com/microsoft/presidio","microsoft","Python","7925","5/4/2018 11:08:58 AM","5/3/2026 5:05:15 PM","anonymization;data-anonymization;data-masking;data-obfuscation;data-privacy;data-redaction;de-identification;guardrails;image-redactor;named-entity-recognition;nlp;personally-identifiable-information;phi;pii;pii-detection;privacy;python;sensitive-data;spacy;transformers","llm","1944.45","1","1","1","0.7798","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","An open-source framework for detecting, redacting, masking, and anonymizing sensitive data (PII) across text, images, and structured data. Supports NLP, pattern matching, and customizable pipelines."
"15","stanfordnlp/stanza","https://github.com/stanfordnlp/stanza","stanfordnlp","Python","7783","9/26/2017 8:00:56 AM","5/3/2026 1:48:04 PM","artificial-intelligence;corenlp;deep-learning;machine-learning;named-entity-recognition;natural-language-processing;nlp;python;pytorch;universal-dependencies","deep-learning","1944.02","1","1","1","0.7782","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
"16","MaartenGr/BERTopic","https://github.com/MaartenGr/BERTopic","MaartenGr","Python","7578","9/22/2020 2:19:29 PM","5/2/2026 3:51:51 AM","bert;ldavis;machine-learning;nlp;sentence-embeddings;topic;topic-modeling;topic-modelling;topic-models;transformers","llm","1943.38","1","1","1","0.7759","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","Leveraging BERT and c-TF-IDF to create easily interpretable topics. "
"17","deeppavlov/DeepPavlov","https://github.com/deeppavlov/DeepPavlov","deeppavlov","Python","6976","11/17/2017 2:35:29 PM","5/2/2026 2:57:42 PM","ai;artificial-intelligence;bot;chatbot;chitchat;deep-learning;deep-neural-networks;dialogue-agents;dialogue-manager;dialogue-systems;entity-extraction;intent-classification;intent-detection;machine-learning;named-entity-recognition;nlp;nlp-machine-learning;question-answering;slot-filling;tensorflow","llm","1941.4","1","1","1","0.7687","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","An open source library for deep learning end-to-end dialog systems and chatbots."
"18","PaddlePaddle/models","https://github.com/PaddlePaddle/models","PaddlePaddle","Python","6943","4/20/2017 1:30:15 PM","5/2/2026 1:34:25 PM","computer-vision;cv;deep-learning;models;natural-language-processing;neural-network;nlp;paddlepaddle;recommendation;speech","deep-learning","1941.29","1","1","1","0.7683","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","Officially maintained, supported by PaddlePaddle, including CV, NLP, Speech, Rec, TS, big models and so on."
"19","argosopentech/argos-translate","https://github.com/argosopentech/argos-translate","argosopentech","Python","5928","4/7/2020 4:22:23 PM","5/3/2026 3:15:04 PM","language-models;linux;machine-translation;nlp;open-source;python;transformers;translation","llm","1937.51","1","1","1","0.7546","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","Open-source offline translation library written in Python"
"20","adbar/trafilatura","https://github.com/adbar/trafilatura","adbar","Python","5863","4/8/2019 11:38:48 AM","5/3/2026 5:15:38 PM","article-extractor;corpus-builder;corpus-tools;crawler;html-to-markdown;html2text;llm;news-aggregator;news-crawler;nlp;rag;readability;rss-feed;scraping;tei;text-cleaning;text-extraction;text-mining;text-preprocessing;web-scraping","llm","1937.25","1","1","1","0.7536","1","0.8","1","1","0","False","topic:nlp language:python stars:>=1000","Python & Command-line tool to gather text and metadata on the Web: Crawling, scraping, extraction, output as CSV, JSON, HTML, MD, TXT, XML"
