"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"15","chatchat-space/Langchain-Chatchat","https://github.com/chatchat-space/Langchain-Chatchat","chatchat-space","Python","37950","3/31/2023 12:12:45 PM","5/2/2026 1:34:33 PM","chatbot;chatchat;chatglm;chatgpt;embedding;faiss;fastchat;gpt;knowledge-base;langchain;langchain-chatglm;llama;llm;milvus;ollama;qwen;rag;retrieval-augmented-generation;streamlit;xinference","llm","1936.86","1","1","1","0.9158","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
"16","microsoft/graphrag","https://github.com/microsoft/graphrag","microsoft","Python","32723","3/27/2024 5:57:52 PM","5/2/2026 3:43:44 PM","gpt;gpt-4;gpt4;graphrag;llm;llms;rag","llm","1933.32","1","1","1","0.903","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","A modular graph-based Retrieval-Augmented Generation (RAG) system"
"17","AstrBotDevs/AstrBot","https://github.com/AstrBotDevs/AstrBot","AstrBotDevs","Python","31184","12/8/2022 1:27:46 PM","5/2/2026 4:26:11 PM","agent;ai;chatbot;chatgpt;discord;docker;gemini;gpt;llama;llm;mcp;openai;python;qq;qqbot;telegram","llm","1932.17","1","1","1","0.8988","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","AI Agent Assistant that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨"
"18","langchain-ai/langgraph","https://github.com/langchain-ai/langgraph","langchain-ai","Python","31042","8/9/2023 6:33:12 PM","5/2/2026 6:14:02 PM","agents;ai;ai-agents;chatgpt;deepagents;enterprise;framework;gemini;generative-ai;langchain;langgraph;llm;multiagent;open-source;openai;pydantic;python;rag","llm","1932.06","1","1","1","0.8984","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Build resilient language agents as graphs."
"19","onyx-dot-app/onyx","https://github.com/onyx-dot-app/onyx","onyx-dot-app","Python","28869","4/27/2023 6:04:01 AM","5/2/2026 5:56:22 PM","ai;ai-chat;chatgpt;chatui;enterprise-search;gen-ai;information-retrieval;llm;llm-ui;nextjs;python;rag;self-hosted;vector-search","llm","1930.32","1","1","1","0.8921","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Open Source AI Platform - AI Chat with advanced features that works with every LLM"
"20","sgl-project/sglang","https://github.com/sgl-project/sglang","sgl-project","Python","26959","1/8/2024 4:15:52 AM","5/2/2026 5:44:51 PM","attention;blackwell;cuda;deepseek;diffusion;glm;gpt-oss;inference;llama;llm;minimax;moe;qwen;qwen-image;reinforcement-learning;transformer;vlm;wan","llm","1928.69","1","1","1","0.8861","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","SGLang is a high-performance serving framework for large language models and multimodal models."
"21","agentscope-ai/agentscope","https://github.com/agentscope-ai/agentscope","agentscope-ai","Python","24543","1/12/2024 3:41:59 AM","5/2/2026 5:44:15 PM","agent;chatbot;large-language-models;llm;llm-agent;mcp;multi-agent;multi-modal;react-agent","llm","1926.45","1","1","1","0.878","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Build and run agents you can see, understand and trust."
"22","sinaptik-ai/pandas-ai","https://github.com/sinaptik-ai/pandas-ai","sinaptik-ai","Python","23502","4/22/2023 12:58:01 PM","5/2/2026 5:05:22 PM","ai;csv;data;data-analysis;data-science;data-visualization;database;datalake;gpt-4;llm;pandas;sql;text-to-sql","llm","1925.41","1","1","1","0.8742","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG."
"23","Skyvern-AI/skyvern","https://github.com/Skyvern-AI/skyvern","Skyvern-AI","Python","21482","2/28/2024 3:45:19 PM","5/2/2026 5:05:22 PM","ai;api;automation;browser;browser-automation;computer;gpt;llm;playwright;powerautomate;puppeteer;python;rpa;selenium;vision;workflow","llm","1923.27","1","1","1","0.8664","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Automate browser based workflows with AI"
"24","browser-use/browser-use","https://github.com/browser-use/browser-use","browser-use","Python","91694","10/31/2024 4:00:56 PM","5/2/2026 6:18:27 PM","ai-agents;ai-tools;browser-automation;browser-use;llm;playwright;python","llm","1912.93","1","1","1","0.9925","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","🌐 Make websites accessible for AI agents. Automate tasks online with ease."
"25","2noise/ChatTTS","https://github.com/2noise/ChatTTS","2noise","Python","39189","5/27/2024 6:26:49 PM","5/2/2026 4:56:35 PM","agent;chat;chatgpt;chattts;chinese;chinese-language;english;english-language;gpt;llm;llm-agent;natural-language-inference;python;text-to-speech;torch;torchaudio;tts","llm","1892.62","1","1","1","0.9186","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","A generative speech model for daily dialogue."
"26","HKUDS/LightRAG","https://github.com/HKUDS/LightRAG","HKUDS","Python","34675","10/2/2024 11:57:54 AM","5/2/2026 5:55:38 PM","genai;gpt;gpt-4;graphrag;knowledge-graph;large-language-models;llm;rag;retrieval-augmented-generation","llm","1889.7","1","1","1","0.908","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
"27","Fosowl/agenticSeek","https://github.com/Fosowl/agenticSeek","Fosowl","Python","26161","2/19/2025 6:03:06 PM","5/2/2026 5:59:59 PM","agentic-ai;agents;ai;autonomous-agents;deepseek-r1;llm;llm-agents;voice-assistant","llm","1882.97","1","1","1","0.8835","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)"
"28","VectifyAI/PageIndex","https://github.com/VectifyAI/PageIndex","VectifyAI","Python","26054","4/1/2025 10:53:54 AM","5/2/2026 5:04:32 PM","agentic-ai;agents;ai;ai-agents;context-engineering;information-retrieval;llm;rag;reasoning;retrieval;retrieval-augmented-generation;vector-database","llm","1882.87","1","1","1","0.8832","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG"
"29","openai/openai-agents-python","https://github.com/openai/openai-agents-python","openai","Python","25763","3/11/2025 3:42:36 AM","5/2/2026 6:13:39 PM","agents;ai;framework;llm;openai;python","llm","1882.61","1","1","1","0.8822","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","A lightweight, powerful framework for multi-agent workflows"
"30","FoundationAgents/MetaGPT","https://github.com/FoundationAgents/MetaGPT","FoundationAgents","Python","67634","6/30/2023 9:04:55 AM","5/2/2026 6:14:09 PM","agent;gpt;llm;metagpt;multi-agent","llm","1875.66","0.8333","1","1","0.966","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
"31","JuliusBrussee/caveman","https://github.com/JuliusBrussee/caveman","JuliusBrussee","Python","52400","4/4/2026 10:03:00 AM","5/2/2026 6:15:04 PM","ai;anthropic;caveman;claude;claude-code;llm;meme;prompt-engineering;skill;tokens","llm","1854.56","1","1","1","0.9439","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman"
"32","HKUDS/nanobot","https://github.com/HKUDS/nanobot","HKUDS","Python","41521","2/1/2026 7:16:15 AM","5/2/2026 6:18:05 PM","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;codex;llm;nanobot;openai;openclaw","llm","1849.01","1","1","1","0.9237","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","""🐈 nanobot: The Ultra-Lightweight Personal AI Agent"""
"33","google/langextract","https://github.com/google/langextract","google","Python","36350","7/8/2025 8:46:06 PM","5/2/2026 4:44:26 PM","gemini;gemini-ai;gemini-api;gemini-flash;gemini-pro;information-extration;large-language-models;llm;nlp;python;structured-data","llm","1845.83","1","1","1","0.9121","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization."
"34","ZhuLinsen/daily_stock_analysis","https://github.com/ZhuLinsen/daily_stock_analysis","ZhuLinsen","Python","33672","1/10/2026 6:43:20 AM","5/2/2026 6:00:33 PM","agent;ai;aigc;gemini;llm;quant;quantitative-trading;rag;stock","llm","1844","1","1","1","0.9055","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","LLM驱动的 A/H/美股智能分析器：多数据源行情 + 实时新闻 + LLM决策仪表盘 + 多渠道推送，零成本定时运行，纯白嫖. LLM-powered stock analysis system for A/H/US markets."
"35","usestrix/strix","https://github.com/usestrix/strix","usestrix","Python","24773","8/5/2025 9:28:30 PM","5/2/2026 5:25:13 PM","agents;artificial-intelligence;cybersecurity;generative-ai;llm;penetration-testing","llm","1836.67","1","1","1","0.8788","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","Open-source AI hackers to find and fix your app’s vulnerabilities."
"36","MemPalace/mempalace","https://github.com/MemPalace/mempalace","MemPalace","Python","50761","4/5/2026 1:12:07 AM","5/2/2026 5:28:48 PM","ai;chromadb;llm;mcp;memory;python","llm","1830.89","1","1","1","0.9411","1","0.2","0.9167","1","0","False","topic:llm language:python stars:>=1000","The best-benchmarked open-source AI memory system. And it's free."
"37","BerriAI/litellm","https://github.com/BerriAI/litellm","BerriAI","Python","45486","7/27/2023 12:09:52 AM","5/2/2026 6:18:49 PM","ai-gateway;anthropic;azure-openai;bedrock;gateway;langchain;litellm;llm;llm-gateway;llmops;mcp-gateway;openai;openai-proxy;vertex-ai","llm","1811.18","1","0.6","1","0.9316","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]"
"38","QuivrHQ/quivr","https://github.com/QuivrHQ/quivr","QuivrHQ","Python","39123","5/12/2023 11:53:30 PM","5/2/2026 4:48:49 PM","ai;api;chatbot;chatgpt;database;docker;framework;frontend;groq;html;javascript;llm;openai;postgresql;privacy;rag;react;security;typescript;vector","llm","1807.58","1","0.6","1","0.9185","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want."
"39","TauricResearch/TradingAgents","https://github.com/TauricResearch/TradingAgents","TauricResearch","Python","61835","12/28/2024 3:31:08 AM","5/2/2026 6:19:27 PM","agent;finance;llm;multiagent;trading","llm","1805.6","0.8333","1","1","0.9582","1","0.4","0.9167","1","0","False","topic:llm language:python stars:>=1000","TradingAgents: Multi-Agents LLM Financial Trading Framework"
"40","khoj-ai/khoj","https://github.com/khoj-ai/khoj","khoj-ai","Python","34353","8/16/2021 1:48:44 AM","5/2/2026 4:57:11 PM","agent;ai;assistant;chat;chatgpt;emacs;image-generation;llama3;llamacpp;llm;obsidian;obsidian-md;offline-llm;productivity;rag;research;self-hosted;semantic-search;stt;whatsapp-ai","llm","1804.48","1","0.6","1","0.9072","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
"41","ScrapeGraphAI/Scrapegraph-ai","https://github.com/ScrapeGraphAI/Scrapegraph-ai","ScrapeGraphAI","Python","23440","1/27/2024 4:54:38 PM","5/2/2026 2:55:57 PM","ai-crawler;ai-scraping;ai-search;crawler;data-extraction;firecrawl-alternative;large-language-model;llm;markdown;rag;scraping;scraping-python;web-crawler;web-crawlers;web-data;web-data-extraction;web-scraper;web-scraping;web-search;webscraping","llm","1795.35","1","0.6","1","0.874","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Python scraper based on AI"
"42","letta-ai/letta","https://github.com/letta-ai/letta","letta-ai","Python","22409","10/11/2023 7:38:37 AM","5/2/2026 12:16:56 PM","ai;ai-agents;llm;llm-agent","llm","1774.27","0.6667","1","1","0.8701","1","0.6","1","1","0","False","topic:llm language:python stars:>=1000","Letta is the platform for building stateful agents: AI with advanced memory that can learn and self-improve over time."
"43","sansan0/TrendRadar","https://github.com/sansan0/TrendRadar","sansan0","Python","56041","4/28/2025 11:42:16 AM","5/2/2026 6:07:20 PM","ai;bark;data-analysis;docker;hot-news;llm;mail;mcp;mcp-server;news;ntfy;python;rss;trending-topics;wechat;wework","llm","1771.17","1","0.6","1","0.9497","1","0.4","1","1","0","False","topic:llm language:python stars:>=1000","⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。"
"44","mlc-ai/mlc-llm","https://github.com/mlc-ai/mlc-llm","mlc-ai","Python","22569","4/29/2023 1:59:25 AM","5/2/2026 6:04:55 PM","language-model;llm;machine-learning-compilation;tvm","llm","1751.53","0.6667","1","1","0.8707","1","0.6","0.9167","1","0","False","topic:llm language:python stars:>=1000","Universal LLM Deployment Engine with ML Compilation"
"45","NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","NousResearch","Python","129469","7/22/2025 10:22:28 PM","5/2/2026 6:18:38 PM","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;clawdbot;codex;hermes;hermes-agent;llm;moltbot;nous-research;openai;openclaw","llm","1740","1","0.6","1","1","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","The agent that grows with you"
"46","volcengine/OpenViking","https://github.com/volcengine/OpenViking","volcengine","Python","23359","1/5/2026 7:11:17 AM","5/2/2026 4:27:19 PM","agent;agentic-rag;ai-agents;clawbot;context-database;context-engineering;filesystem;llm;memory;openclaw;opencode;rag;skill","llm","1705.27","1","0.6","1","0.8737","1","0.2","1","1","0","False","topic:llm language:python stars:>=1000","OpenViking is an open-source context database designed specifically for AI Agents(such as openclaw). OpenViking unifies the management of context (memory, resources, and skills) that Agents need through a file system paradigm, enabling hierarchical context delivery and self-evolving."
"47","datawhalechina/hello-agents","https://github.com/datawhalechina/hello-agents","datawhalechina","Python","42224","9/7/2025 9:50:24 AM","5/2/2026 6:04:09 PM","agent;llm;rag;tutorial","llm","1561.91","0.6667","1","1","0.9251","1","0.2","0.5","1","0","False","topic:llm language:python stars:>=1000","📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程"
"48","hesreallyhim/awesome-claude-code","https://github.com/hesreallyhim/awesome-claude-code","hesreallyhim","Python","42241","4/19/2025 8:55:59 PM","5/2/2026 5:47:00 PM","agent-skills;agentic-code;agentic-coding;ai-workflow-optimization;ai-workflows;anthropic;anthropic-claude;awesome;awesome-claude-code;awesome-list;awesome-lists;awesome-resources;claude;claude-code;coding-agent;coding-agents;coding-assistant;coding-assistants;llm","llm","1294.42","1","1","1","0.9251","1","0.4","1","1","600","True","topic:llm language:python stars:>=1000","A curated list of awesome skills, hooks, slash-commands, agent orchestrators, applications, and plugins for Claude Code by Anthropic"
"49","bytedance/deer-flow","https://github.com/bytedance/deer-flow","bytedance","Python","64517","5/7/2025 2:50:19 AM","5/2/2026 6:04:27 PM","agent;agentic;agentic-framework;agentic-workflow;ai;ai-agents;deep-research;harness;langchain;langgraph;langmanus;llm;multi-agent;nodejs;podcast;python;superagent;typescript","llm","1259.53","1","1","1","0.9619","1","0.2","1","1","600","True","topic:llm language:python stars:>=1000","An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles different levels of tasks that could take minutes to hours."
