"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"11","apconw/Aix-DB","https://github.com/apconw/Aix-DB","apconw","JavaScript","2099","11/15/2024 7:08:43 AM","5/2/2026 5:05:24 PM","bigdata;deepseek-r1;dify;echarts;lamaindex;langchain;langgraph-python;llm;mcp;neo4j;ollama;python;qwen;sanic;skils;text2sql;vllm;vue3","llm","1822.72","1","1","1","0.6644","1","0.4","1","1","0","False","topic:llm language:javascript stars:>=1000","Aix-DB 基于 LangChain/LangGraph 框架，结合 MCP Skills 多智能体协作架构，实现自然语言到数据洞察的端到端转换。"
"12","gradio-app/fastrtc","https://github.com/gradio-app/fastrtc","gradio-app","JavaScript","4587","9/25/2024 4:19:19 PM","4/30/2026 7:40:48 AM","artificial-intelligence;hacktoberfest;hacktoberfest2025;llm;python;real-time;speech-to-text;text-to-speech","llm","1818.47","1","1","1","0.7323","1","0.4","0.9167","1","0","False","topic:llm language:javascript stars:>=1000","The python library for real-time communication"
"13","OpenBMB/AgentVerse","https://github.com/OpenBMB/AgentVerse","OpenBMB","JavaScript","5028","5/6/2023 1:43:19 AM","5/2/2026 3:29:27 AM","agent;ai;gpt;gpt-4;llm","llm","1813.58","0.8333","1","1","0.7403","1","0.6","1","1","0","False","topic:llm language:javascript stars:>=1000","🤖 AgentVerse 🪐 is designed to facilitate the deployment of multiple LLM-based agents in various applications, which primarily provides two frameworks: task-solving and simulation"
"14","microsoft/generative-ai-with-javascript","https://github.com/microsoft/generative-ai-with-javascript","microsoft","JavaScript","1195","7/22/2024 1:40:49 PM","5/2/2026 11:50:10 AM","ai;generative-ai;javascript;llm;samples;training","llm","1809.28","1","1","1","0.6155","1","0.4","1","1","0","False","topic:llm language:javascript stars:>=1000","Join a time-traveling adventure where you meet history’s legends while learning Generative AI technologies! ✨"
"15","browserable/browserable","https://github.com/browserable/browserable","browserable","JavaScript","1182","4/7/2025 4:04:36 PM","4/30/2026 8:48:23 PM","ai-agents;ai-tools;browser-automation;browser-use;browser-use-js;deep-research;javascript;llm;playwright","llm","1809.01","1","1","1","0.6146","1","0.4","1","1","0","False","topic:llm language:javascript stars:>=1000","Open source and self-hostable browser automation library for AI agents"
"16","ConardLi/easy-dataset","https://github.com/ConardLi/easy-dataset","ConardLi","JavaScript","14127","3/4/2025 4:14:14 PM","5/2/2026 4:03:40 PM","dataset;fine-tuning;javascript;llm;rag","llm","1793.25","0.8333","1","1","0.83","1","0.4","1","1","0","False","topic:llm language:javascript stars:>=1000","A powerful tool for creating datasets for LLM fine-tuning 、RAG and Eval"
"17","1186258278/OpenClawChineseTranslation","https://github.com/1186258278/OpenClawChineseTranslation","1186258278","JavaScript","3762","1/30/2026 1:12:57 PM","5/2/2026 10:34:36 AM","ai-agent;ai-assistant;chatbot;chinese;claude-ai;clawd;clawdbot;discord;llm;lobster;localization;moltbot;nodejs;open-source;openclaw;telegram;tool-calling;whatsapp;zh-cn","llm","1791.65","1","1","1","0.7151","1","0.2","1","1","0","False","topic:llm language:javascript stars:>=1000","🦞 OpenClaw (Clawdbot/Moltbot) 汉化版 - 开源个人 AI 助手中文版 | Claude/ChatGPT LLM 接入 | WhatsApp/Telegram/Discord 多平台 | 每小时自动同步 | CLI + Dashboard 全中文 | 全流程搭建教程，以及排错指南！"
"18","pguso/ai-agents-from-scratch","https://github.com/pguso/ai-agents-from-scratch","pguso","JavaScript","3459","10/23/2025 7:39:04 PM","5/2/2026 8:51:45 AM","ai-agents;educational;function-calling;llm;llm-agent;node-llama-cpp;react-agent;tutorial","llm","1789.65","1","1","1","0.7078","1","0.2","1","1","0","False","topic:llm language:javascript stars:>=1000","Demystify AI agents by building them yourself. Local LLMs, no black boxes, real understanding of function calling, memory, and ReAct patterns."
"19","memodb-io/Acontext","https://github.com/memodb-io/Acontext","memodb-io","JavaScript","3358","7/16/2025 1:15:48 PM","5/2/2026 7:52:37 AM","agent;agent-development-kit;agent-observability;ai-agent;anthropic;context-data-platform;context-engineering;data-platform;llm;llm-observability;llmops;memory;openai;self-evolving;self-learning","llm","1788.94","1","1","1","0.7052","1","0.2","1","1","0","False","topic:llm language:javascript stars:>=1000","Agent Skills as a Memory Layer"
"20","SharpAI/DeepCamera","https://github.com/SharpAI/DeepCamera","SharpAI","JavaScript","2716","3/5/2019 2:29:23 PM","5/2/2026 2:22:19 PM","ai;ai-camera;ai-nvr;camera;cctv;computer-vision;deep-learning;face-recognition;home-assistant;home-security;llama-cpp;llm;local-ai;machine-learning;object-detection;python;raspberry-pi;security-camera;video-surveillance;vlm","llm","1788.87","1","0.6","1","0.6868","1","0.8","1","1","0","False","topic:llm language:javascript stars:>=1000","Open-Source AI Camera Skills Platform, AI NVR & CCTV Surveillance. Local VLM video analysis with Qwen, DeepSeek, SmolVLM, LLaVA, YOLO26. LLM-powered agentic security camera agent — watches, understands, remembers & guards your home via Telegram, Discord or Slack. Pluggable AI skills. OpenAI, Google, Anthropic or local AI. Runs on Mac Mini & AI PC."
