"Rank","RepoName","RepoUrl","Owner","Language","Stars","CreatedAt","UpdatedAt","Topics","Subdomain","Score","TopicRichness","DescriptionQ","LanguagePresent","StarsScore","RecencyScore","LongevityScore","SignalClarity","SubdomainScore","JunkPenalty","IsJunk","SourceQuery","Description"
"17","recommenders-team/recommenders","https://github.com/recommenders-team/recommenders","recommenders-team","Python","21664","9/19/2018 10:06:07 AM","5/1/2026 4:54:26 PM","ai;artificial-intelligence;data-science;deep-learning;jupyter-notebook;kubernetes;machine-learning;operationalization;python;ranking;rating;recommendation;recommendation-algorithm;recommendation-engine;recommendation-system;recommender;tutorial","deep-learning","1968.47","1","1","1","0.8672","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Best Practices on Recommendation Systems"
"18","huggingface/datasets","https://github.com/huggingface/datasets","huggingface","Python","21478","3/26/2020 9:23:22 AM","5/1/2026 2:04:08 PM","ai;artificial-intelligence;computer-vision;dataset-hub;datasets;deep-learning;huggingface;llm;machine-learning;natural-language-processing;nlp;numpy;pandas;pytorch;speech;tensorflow","llm","1968.26","1","1","1","0.8664","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
"19","onnx/onnx","https://github.com/onnx/onnx","onnx","Python","20747","9/7/2017 4:53:45 AM","5/1/2026 7:20:40 PM","ai;artificial-intelligence;deep-learning;deep-neural-networks;dnn;keras;machine-learning;ml;neural-network;onnx;pytorch;scikit-learn;tensorflow","deep-learning","1967.43","1","1","1","0.8634","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Open standard for machine learning interoperability"
"20","bbfamily/abu","https://github.com/bbfamily/abu","bbfamily","Python","16996","9/19/2016 3:31:53 PM","5/1/2026 7:02:52 PM","algorithmic-trading;bitcoin;machine-learning;matplotlib;numpy;pandas;quant;quantitative-trading;stock;trade;trading","data-science","1962.67","1","1","1","0.8461","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","阿布量化交易系统(股票，期权，期货，比特币，机器学习) 基于python的开源量化交易，量化投资架构"
"21","lukas-blecher/LaTeX-OCR","https://github.com/lukas-blecher/LaTeX-OCR","lukas-blecher","Python","16356","12/11/2020 4:35:13 PM","5/1/2026 9:25:23 AM","dataset;deep-learning;im2latex;im2markup;im2text;image-processing;image2text;latex;latex-ocr;machine-learning;math-ocr;ocr;python;pytorch;transformer;vision-transformer;vit","llm","1961.75","1","1","1","0.8427","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","pix2tex: Using a ViT to convert images of equations into LaTeX code."
"22","d2l-ai/d2l-zh","https://github.com/d2l-ai/d2l-zh","d2l-ai","Python","77552","8/23/2017 4:40:24 AM","5/1/2026 7:32:01 PM","book;chinese;computer-vision;deep-learning;machine-learning;natural-language-processing;notebook;python","deep-learning","1953.09","1","1","1","0.9779","1","0.8","0.8333","1","0","False","topic:machine-learning language:python stars:>=1000","《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。"
"23","paperless-ngx/paperless-ngx","https://github.com/paperless-ngx/paperless-ngx","paperless-ngx","Python","40110","2/12/2022 9:56:52 PM","5/1/2026 7:08:08 PM","angular;archiving;django;dms;document-management;document-management-system;hacktoberfest;machine-learning;ocr;optical-character-recognition;pdf","computer-vision","1938.18","1","1","1","0.9207","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","A community-supported supercharged document management system: scan, index and archive all your documents"
"24","treeverse/dvc","https://github.com/treeverse/dvc","treeverse","Python","15578","3/4/2017 8:16:33 AM","5/1/2026 7:23:54 PM","ai;data-science;data-version-control;developer-tools;machine-learning;reproducibility;unstructured-data","mlops","1937.67","1","1","1","0.8385","1","0.8","0.9167","1","0","False","topic:machine-learning language:python stars:>=1000","🦉 Data Versioning and ML Experiments"
"25","roboflow/supervision","https://github.com/roboflow/supervision","roboflow","Python","38275","11/28/2022 2:08:44 PM","5/1/2026 7:09:57 PM","classification;coco;computer-vision;deep-learning;hacktoberfest;image-processing;instance-segmentation;low-code;machine-learning;metrics;object-detection;oriented-bounding-box;pascal-voc;python;pytorch;tensorflow;tracking;video-processing;yolo","deep-learning","1937.06","1","1","1","0.9166","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","We write your reusable computer vision tools. 💜"
"26","LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37411","12/13/2022 5:24:17 AM","5/1/2026 1:10:18 PM","ai;assistant;chatgpt;discord-bot;language-model;machine-learning;nextjs;python;rlhf","llm","1936.52","1","1","1","0.9146","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so."
"27","Zeyi-Lin/HivisionIDPhotos","https://github.com/Zeyi-Lin/HivisionIDPhotos","Zeyi-Lin","Python","21054","6/18/2023 8:17:56 PM","5/1/2026 4:39:50 AM","cnn;demo;docker;face-recognition;fastapi;gradio;idphoto;machine-learning;matting;mtcnn;tools;unet","deep-learning","1922.78","1","1","1","0.8647","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。"
"28","scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","Python","65962","8/17/2010 9:43:38 AM","5/1/2026 7:20:27 PM","data-analysis;data-science;machine-learning;python;statistics","data-science","1919.23","0.8333","1","1","0.9639","1","1","0.8333","1","0","False","topic:machine-learning language:python stars:>=1000","scikit-learn: machine learning in Python"
"29","arc53/DocsGPT","https://github.com/arc53/DocsGPT","arc53","Python","17871","2/2/2023 11:03:23 AM","5/1/2026 10:53:40 AM","agent-builder;agents;ai;chatgpt;docsgpt;hacktoberfest;hacktoberfest2025;information-retrieval;language-model;llm;machine-learning;natural-language-processing;python;pytorch;rag;react;search;semantic-search;transformers","llm","1918.87","1","1","1","0.8504","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents."
"30","keras-team/keras","https://github.com/keras-team/keras","keras-team","Python","64054","3/28/2015 12:35:42 AM","5/1/2026 7:23:27 PM","data-science;deep-learning;jax;machine-learning;neural-networks;python;pytorch;tensorflow","deep-learning","1909.36","1","0.6","1","0.9613","1","1","1","1","0","False","topic:machine-learning language:python stars:>=1000","Deep Learning for humans"
"31","piskvorky/gensim","https://github.com/piskvorky/gensim","piskvorky","Python","16402","2/10/2011 7:43:04 AM","5/1/2026 12:49:56 PM","data-mining;data-science;document-similarity;fasttext;gensim;information-retrieval;machine-learning;natural-language-processing;neural-network;nlp;python;topic-modeling;word-embeddings;word-similarity;word2vec","deep-learning","1876.82","1","0.6","1","0.843","1","1","1","1","0","False","topic:machine-learning language:python stars:>=1000","Topic Modelling for Humans"
"32","Fincept-Corporation/FinceptTerminal","https://github.com/Fincept-Corporation/FinceptTerminal","Fincept-Corporation","Python","18629","8/29/2024 2:38:08 PM","5/1/2026 7:33:43 PM","ai-agents;algorithmic-trading;bloomberg-terminal;cpp;finance;financial-markets;fintech;good-first-issue;investment;investment-research;machine-learning;opensource;python;qt;quantitative-finance;stock-market;trading","reinforcement","1874.86","1","1","1","0.854","1","0.4","1","1","0","False","topic:machine-learning language:python stars:>=1000","FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment."
"33","deepfakes/faceswap","https://github.com/deepfakes/faceswap","deepfakes","Python","55195","12/19/2017 9:44:13 AM","5/1/2026 1:03:32 PM","deep-face-swap;deep-learning;deep-neural-networks;deepface;deepfakes;deeplearning;face-swap;faceswap;fakeapp;machine-learning;myfakeapp;neural-nets;neural-networks;openfaceswap","deep-learning","1860.8","1","0.6","1","0.9484","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Deepfakes Software For All"
"34","microsoft/qlib","https://github.com/microsoft/qlib","microsoft","Python","41730","8/14/2020 6:46:00 AM","5/1/2026 7:14:01 PM","algorithmic-trading;auto-quant;deep-learning;finance;fintech;investment;machine-learning;paper;platform;python;quant;quant-dataset;quant-models;quantitative-finance;quantitative-trading;research;research-paper;stock-data","deep-learning","1854.13","1","0.6","1","0.9241","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
"35","mlflow/mlflow","https://github.com/mlflow/mlflow","mlflow","Python","25673","6/5/2018 4:05:58 PM","5/1/2026 7:20:45 PM","agentops;agents;ai;ai-governance;apache-spark;evaluation;langchain;llm-evaluation;llmops;machine-learning;ml;mlflow;mlops;model-management;observability;open-source;openai;prompt-engineering","llm","1842.52","1","0.6","1","0.8819","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data."
"36","ageitgey/face_recognition","https://github.com/ageitgey/face_recognition","ageitgey","Python","56355","3/3/2017 9:52:39 PM","5/1/2026 6:56:18 PM","face-detection;face-recognition;machine-learning;python","computer-vision","1841.3","0.6667","1","1","0.9502","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","The world's simplest facial recognition api for Python and the command line"
"37","ddbourgin/numpy-ml","https://github.com/ddbourgin/numpy-ml","ddbourgin","Python","16346","4/6/2019 10:29:49 PM","4/30/2026 8:06:41 PM","attention;bayesian-inference;gaussian-mixture-models;gaussian-processes;good-turing-smoothing;gradient-boosting;hidden-markov-models;knn;lstm;machine-learning;mfcc;neural-networks;reinforcement-learning;resnet;topic-modeling;vae;wavenet;wgan-gp;word2vec","deep-learning","1831.74","1","0.6","1","0.8427","1","0.8","1","1","0","False","topic:machine-learning language:python stars:>=1000","Machine learning, in numpy"
"38","ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","56659","9/11/2022 4:39:45 PM","5/1/2026 6:47:26 PM","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","deep-learning","1816.43","1","0.6","1","0.9507","1","0.6","1","1","0","False","topic:machine-learning language:python stars:>=1000","Ultralytics YOLO 🚀"
"39","pytorch/vision","https://github.com/pytorch/vision","pytorch","Python","17654","11/9/2016 11:11:43 PM","5/1/2026 7:18:03 PM","computer-vision;machine-learning","computer-vision","1594.83","0.3333","1","1","0.8494","1","0.8","0.75","1","0","False","topic:machine-learning language:python stars:>=1000","Datasets, Transforms and Models specific to Computer Vision"
"40","donnemartin/data-science-ipython-notebooks","https://github.com/donnemartin/data-science-ipython-notebooks","donnemartin","Python","29050","1/23/2015 7:38:29 PM","5/1/2026 1:18:11 PM","aws;big-data;caffe;data-science;deep-learning;hadoop;kaggle;keras;machine-learning;mapreduce;matplotlib;numpy;pandas;python;scikit-learn;scipy;spark;tensorflow;theano","deep-learning","1420.47","1","1","1","0.8926","1","1","1","1","600","True","topic:machine-learning language:python stars:>=1000","Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines."
"41","d2l-ai/d2l-en","https://github.com/d2l-ai/d2l-en","d2l-ai","Python","28744","10/9/2018 1:04:37 AM","5/1/2026 6:22:35 PM","book;computer-vision;data-science;deep-learning;gaussian-processes;hyperparameter-optimization;jax;kaggle;keras;machine-learning;mxnet;natural-language-processing;notebook;python;pytorch;recommender-system;reinforcement-learning;tensorflow","deep-learning","1375.22","1","1","1","0.8917","1","0.8","1","1","600","True","topic:machine-learning language:python stars:>=1000","Interactive deep learning book with multi-framework code, math, and discussions. Adopted at 500 universities from 70 countries including Stanford, MIT, Harvard, and Cambridge."
"42","RasaHQ/rasa","https://github.com/RasaHQ/rasa","RasaHQ","Python","21147","10/14/2016 12:27:49 PM","5/1/2026 5:37:44 PM","bot;bot-framework;botkit;bots;chatbot;chatbots;chatbots-framework;conversation-driven-development;conversational-agents;conversational-ai;conversational-bots;machine-learning;machine-learning-library;mitie;natural-language-processing;nlp;nlu;rasa;spacy;wit","llm","1367.89","1","1","1","0.8651","1","0.8","1","1","600","True","topic:machine-learning language:python stars:>=1000","💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants"
"43","stas00/ml-engineering","https://github.com/stas00/ml-engineering","stas00","Python","17837","9/2/2020 7:23:01 PM","5/1/2026 3:31:13 PM","ai;debugging;gpus;inference;large-language-models;llm;machine-learning;machine-learning-engineering;mlops;network;pytorch;scalability;slurm;storage;training;transformers","llm","1363.82","1","1","1","0.8503","1","0.8","1","1","600","True","topic:machine-learning language:python stars:>=1000","Machine Learning Engineering Open Book"
"44","marimo-team/marimo","https://github.com/marimo-team/marimo","marimo-team","Python","20733","8/14/2023 6:56:20 PM","5/1/2026 7:19:26 PM","artificial-intelligence;dag;data-science;data-visualization;dataflow;developer-tools;machine-learning;notebooks;pipeline;python;reactive;sql;web-app","mlops","1322.42","1","1","1","0.8633","1","0.6","1","1","600","True","topic:machine-learning language:python stars:>=1000","A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor."
"45","labmlai/annotated_deep_learning_paper_implementations","https://github.com/labmlai/annotated_deep_learning_paper_implementations","labmlai","Python","66487","8/25/2020 2:29:34 AM","5/1/2026 5:43:46 PM","attention;deep-learning;deep-learning-tutorial;gan;literate-programming;lora;machine-learning;neural-networks;optimizers;pytorch;reinforcement-learning;transformer;transformers","llm","1265.25","1","0.6","1","0.9645","1","0.8","1","1","600","True","topic:machine-learning language:python stars:>=1000","🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠"
"46","harvard-edge/cs249r_book","https://github.com/harvard-edge/cs249r_book","harvard-edge","Python","23905","9/6/2023 7:31:06 PM","5/1/2026 7:32:20 PM","artificial-intelligence;cloud-ml;computer-systems;courseware;deep-learning;edge-machine-learning;embedded-ml;machine-learning;machine-learning-systems;mobile-ml;textbook;tinyml","deep-learning","1195.82","1","0.6","1","0.8757","1","0.6","1","1","600","True","topic:machine-learning language:python stars:>=1000","Machine Learning Systems"
